sample_id,Site,RM,Date,Replicate,Rep_unique,Season,Year,Species,Status,Fig_color_Jacinto,Fig_color_top4,Rel_abund,Rank
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Cottus asper,Native,Casper,Native,0.030181441,10
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Cyprinus carpio,Non-native,Ccarpio,Non-native,0.094843361,4
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Lepomis microlophus,Non-native,Non-native,Non-native,0.12088009,3
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Gambusia affinis,Non-native,Non-native,Non-native,0.013999427,13
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Hysterocarpus traskii,Native,Native,Native,0.001785754,17
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Oncorhynchus tshawytscha,Native,Native,Native,0.0307326,9
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Lepomis cyanellus,Non-native,Non-native,Non-native,0.012390044,14
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Orthodon microlepidotus,Native,Native,Native,0.020348773,11
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Carassius auratus,Non-native,Non-native,Non-native,0.048171256,7
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Percina macrolepida,Non-native,Non-native,Non-native,0.018805529,12
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Notemigonus crysoleucas,Non-native,Non-native,Non-native,0.045128861,8
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,0.005621817,15
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_009,MACD,6.6,12/19/19,C,C,Fall,2019,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.43526014,1
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.39072314,2
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.01815403,6
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Cottus asper,Native,Casper,Native,0.01286400,7
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Hysterocarpus traskii,Native,Native,Native,0.08791523,3
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.02522420,4
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,0.01017701,8
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,0.01968226,5
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_016,RRAF,16.6,5/27/20,A,A,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.49107855,1
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.38616154,2
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.03407079,4
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Cottus asper,Native,Casper,Native,0.00422236,5
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Hysterocarpus traskii,Native,Native,Native,0.08436947,3
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.00007783,6
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,0.00001946,7
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_017,RRAF,16.6,5/27/20,B,B,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.53611067,1
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.31440316,2
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.12017391,3
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Cottus asper,Native,Casper,Native,0.00006324,6
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Hysterocarpus traskii,Native,Native,Native,0.02916996,4
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.00007905,5
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_018,RRAF,16.6,5/27/20,C,C,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.03230161,4
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.02686922,5
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,0.49441309,1
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Cottus asper,Native,Casper,Native,0.23588634,2
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,0.21043215,3
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,0.00009759,6
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_023,SCCA,31.7,5/28/20,A,D,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.01115690,4
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.00043555,5
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,0.42565417,2
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Cottus asper,Native,Casper,Native,0.11098268,3
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,0.45177070,1
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_024,SCCA,31.7,5/28/20,B,E,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.01621029,5
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.02147191,4
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,0.36887356,1
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Cottus asper,Native,Casper,Native,0.26193941,3
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,0.33150483,2
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_031,SCCA,31.7,5/28/20,C,F,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.13567111,4
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.39502473,1
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,0.12819488,5
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Cottus asper,Native,Casper,Native,0.15025726,3
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Hysterocarpus traskii,Native,Native,Native,0.15102319,2
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,0.02903908,6
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,0.01077310,7
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_025,SW1D,21.4,5/28/20,A,D,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.23980434,2
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.41902405,1
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.02053866,8
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,0.09559170,3
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Cottus asper,Native,Casper,Native,0.07502357,5
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Hysterocarpus traskii,Native,Native,Native,0.08580858,4
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,0.02319071,7
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,0.01700259,9
